Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-06-09,1328.6614618064423,1347.9733075174465,1323.6872345961733,1343.73046875,3655908,0.0,0.0
2022-06-10,1326.564589990442,1334.221012188456,1310.4714232176004,1317.7864990234375,4577715,0.0,0.0
2022-06-13,1290.9644727923248,1297.206694230793,1276.0417905280578,1293.8905029296875,5446286,0.0,0.0
2022-06-14,1278.9190051613784,1293.305319995415,1272.8231090452614,1279.6505126953125,5935178,0.0,0.0
2022-06-15,1269.5557263524674,1283.356858904197,1266.3858603875337,1275.212646484375,5905235,0.0,0.0
2022-06-16,1277.699826893195,1287.9897471690804,1246.4888387553458,1249.70751953125,6084596,0.0,0.0
2022-06-17,1243.5627821411913,1266.971022746202,1240.2465909100545,1257.9490966796875,7361961,0.0,0.0
2022-06-20,1272.5304792968775,1292.329997831236,1262.2406779202408,1289.55029296875,7968420,0.0,0.0
2022-06-21,1303.936561207502,1320.61490884388,1291.4034228492533,1303.59521484375,6610342,0.0,0.0
2022-06-22,1299.4012483289605,1303.9853146977498,1290.5743429097797,1297.4505615234375,4079849,0.0,0.0
2022-06-23,1297.694365803527,1314.762874936606,1285.9902452551298,1302.229736328125,7686122,0.0,0.0
2022-06-24,1305.54593525783,1328.0763436330556,1305.54593525783,1320.419921875,4006716,0.0,0.0
2022-06-27,1336.2204196068549,1342.0724798387096,1318.6642389112903,1322.8094482421875,4902082,0.0,0.0
2022-06-28,1310.861545385277,1317.688949267492,1305.3996460916,1312.7147216796875,4885287,0.0,0.0
2022-06-29,1298.4259303076087,1317.4451270332413,1298.4259303076087,1310.812744140625,4997023,0.0,0.0
2022-06-30,1303.058818330397,1320.6150000144892,1303.058818330397,1314.762939453125,6237911,0.0,0.0
2022-07-01,1310.812681051943,1326.4669898430286,1297.2555033894237,1320.37109375,5736226,0.0,0.0
2022-07-04,1320.3223740800383,1326.6621064735357,1309.154739257223,1322.224365234375,4243740,0.0,0.0
2022-07-05,1330.368327635786,1345.3398242263388,1315.0554846852795,1319.2493896484375,7162859,0.0,0.0
2022-07-06,1314.7628421974705,1339.5365872201098,1313.8850093661056,1337.4395751953125,7524539,0.0,0.0
2022-07-07,1345.973925684212,1363.5301073235712,1340.5607220545521,1361.3843994140625,8871571,0.0,0.0
2022-07-08,1375.2341751795952,1375.2341751795952,1360.3601885331493,1362.6522216796875,6237015,0.0,0.0
2022-07-11,1359.6286800250816,1375.136663673904,1358.8971724856133,1371.4791259765625,3731416,0.0,0.0
2022-07-12,1370.6012304736184,1370.6012304736184,1355.1420623248457,1357.48291015625,4938487,0.0,0.0
2022-07-13,1355.727308842436,1359.8237034464041,1320.8587827337187,1324.3699951171875,7972805,0.0,0.0
2022-07-14,1328.4176328777837,1338.8050632905733,1315.9820052572318,1317.7376708984375,5186205,0.0,0.0
2022-07-15,1319.63952590063,1331.2461353433346,1313.5924448769342,1328.4664306640625,6797823,0.0,0.0
2022-07-18,1314.7629536023219,1332.4166460069932,1308.95970777404,1314.3240966796875,10166110,0.0,0.0
2022-07-19,1304.0340539077984,1325.052750643214,1304.0340539077984,1314.8116455078125,7896269,0.0,0.0
2022-07-20,1326.3694141088872,1337.293211746356,1321.8340438265539,1331.3924560546875,10173931,0.0,0.0
2022-07-21,1327.0034652789593,1335.7327407873358,1324.6138025940986,1327.198486328125,6320139,0.0,0.0
2022-07-22,1332.319049981766,1362.5546946006789,1328.8078376445671,1358.1656494140625,6364796,0.0,0.0
2022-07-25,1360.603903243324,1369.9671751094654,1349.1924342596615,1362.1644287109375,5071563,0.0,0.0
2022-07-26,1361.5794103839685,1367.4314708870515,1352.1186268615081,1359.3848876953125,4263982,0.0,0.0
2022-07-27,1354.6545156805214,1371.3328645453284,1350.119144912426,1369.7723388671875,4606389,0.0,0.0
2022-07-28,1380.1597365057842,1388.8890123793437,1376.2095480809369,1381.915283203125,8710203,0.0,0.0
2022-07-29,1402.5437547440345,1403.1289369492192,1380.4035080478538,1398.83740234375,10009868,0.0,0.0
2022-08-01,1403.5190691441387,1412.7360161018923,1394.7897938573872,1410.4927978515625,6596518,0.0,0.0
2022-08-02,1406.4451479472557,1408.9810169123202,1387.9624385994603,1394.98486328125,7518255,0.0,0.0
2022-08-03,1389.8154535091103,1400.3492092719964,1382.061521531199,1398.252197265625,5487749,0.0,0.0
2022-08-04,1404.494496009207,1411.0292491650605,1378.1114094148445,1396.59423828125,6006103,0.0,0.0
2022-08-05,1397.6670148157539,1401.5195734082608,1386.1092199777659,1391.86376953125,4634491,0.0,0.0
2022-08-08,1392.7902451291689,1428.3902759045293,1391.9124123390538,1426.000732421875,7678868,0.0,0.0
2022-08-10,1425.3179750939942,1435.217733869578,1413.321323372547,1430.14599609375,8676551,0.0,0.0
2022-08-11,1449.8479492893432,1454.2369945445078,1438.1926434025952,1449.067626953125,9150883,0.0,0.0
2022-08-12,1448.3849246803622,1452.5789488541304,1439.558019434384,1448.53125,4425185,0.0,0.0
2022-08-16,1457.9433106213257,1471.3054671067584,1451.3597429030822,1465.112060546875,6281878,0.0,0.0
2022-08-17,1463.0150970551538,1475.4507253801225,1449.1164536331298,1472.6710205078125,6192175,0.0,0.0
2022-08-18,1463.0150439532274,1476.5723405059543,1462.673697588399,1474.426513671875,4171069,0.0,0.0
2022-08-19,1472.7684725108998,1474.719159229457,1453.2616053253248,1456.2364501953125,4031851,0.0,0.0
2022-08-22,1448.1899754347119,1451.6523731819702,1431.5115074993955,1434.09619140625,4117033,0.0,0.0
2022-08-23,1417.4666543910732,1439.558087831379,1414.6381346320818,1429.658447265625,7483442,0.0,0.0
2022-08-24,1425.8545829727896,1439.119229797937,1423.2210842776387,1436.5345458984375,6727760,0.0,0.0
2022-08-25,1443.4107778913908,1450.1406714265402,1421.0753893462618,1428.7318115234375,5911520,0.0,0.0
2022-08-26,1435.7542939772648,1445.2638920900615,1425.1717228802868,1428.9755859375,3853088,0.0,0.0
2022-08-29,1401.56845380575,1410.3465443306295,1393.375545503768,1403.9093017578125,4326589,0.0,0.0
2022-08-30,1410.7853750971544,1453.2128118480814,1407.5179986077403,1449.457763671875,5067700,0.0,0.0
2022-09-01,1428.6342416860305,1452.7251759834285,1423.0260171496286,1435.851806640625,11201568,0.0,0.0
2022-09-02,1435.8518695472687,1453.7493978658938,1429.0731612004363,1448.8726806640625,6019043,0.0,0.0
2022-09-05,1449.4578606454852,1462.0398148185948,1447.5071737678088,1458.187255859375,6065966,0.0,0.0
2022-09-06,1461.9422627473084,1469.501174183527,1449.7991658425176,1452.627685546875,6119348,0.0,0.0
2022-09-07,1435.0228093844203,1453.261683560622,1435.0228093844203,1445.7515869140625,4888103,0.0,0.0
2022-09-08,1453.3591191248597,1463.0150422155762,1445.6051870253045,1460.6741943359375,5582345,0.0,0.0
2022-09-09,1459.3086882556795,1471.7931308934094,1457.2117952791236,1461.6495361328125,7564444,0.0,0.0
2022-09-12,1463.0150381335368,1466.9164115685596,1453.26160454598,1456.72412109375,5540246,0.0,0.0
2022-09-13,1461.9422852310267,1478.5231234751536,1461.6009388439782,1475.7921142578125,6500983,0.0,0.0
2022-09-14,1457.2118817724304,1500.9560102722046,1455.5537265249927,1490.958740234375,10109880,0.0,0.0
2022-09-15,1492.275330654267,1502.9552927494683,1474.7191502936287,1483.20458984375,6769686,0.0,0.0
2022-09-16,1466.0386279461432,1477.3525874754068,1446.4342495891601,1455.94384765625,10280023,0.0,0.0
2022-09-19,1452.2862574871242,1476.6698413938925,1443.5081672806875,1465.5509033203125,6038019,0.0,0.0
2022-09-20,1476.6698370003662,1486.4232705340542,1472.6709530636476,1483.20458984375,5390834,0.0,0.0
2022-09-21,1470.8178174823086,1483.9849531162681,1467.8917873414287,1480.91259765625,4536152,0.0,0.0
2022-09-22,1464.965723214849,1472.9147953919232,1446.1903635797719,1449.3602294921875,6024072,0.0,0.0
2022-09-23,1436.0467457878876,1438.6314294562924,1401.5683824601301,1410.4927978515625,7903126,0.0,0.0
2022-09-26,1390.2056388162514,1401.0319263348306,1383.0368889093863,1391.4736328125,4461743,0.0,0.0
2022-09-27,1397.081925710507,1404.4945118219166,1372.308179259331,1378.9892578125,6319850,0.0,0.0
2022-09-28,1371.3326797382176,1375.8192351059233,1351.728303221193,1355.288330078125,5908066,0.0,0.0
2022-09-29,1361.8719804414054,1367.626411013858,1344.803471650815,1348.265869140625,7205194,0.0,0.0
2022-09-30,1344.8035309502357,1396.1552658419178,1331.343744371956,1386.3043212890625,7890878,0.0,0.0
2022-10-03,1375.1853586068567,1382.8905951635343,1366.5535934582467,1378.355224609375,5770556,0.0,0.0
2022-10-04,1394.2533804571226,1422.0506671608848,1390.9860039022838,1417.1739501953125,5769263,0.0,0.0
2022-10-06,1423.9525651009901,1426.537248951937,1398.8374722706376,1401.5684814453125,6274599,0.0,0.0
2022-10-07,1394.9848758189707,1399.568942102385,1385.3289524993722,1395.5213623046875,6648997,0.0,0.0
2022-10-10,1373.2834363957597,1390.8396166905918,1363.7250239443863,1380.11083984375,6554651,0.0,0.0
2022-10-11,1366.55360299605,1382.0615867440872,1364.9442625868292,1366.11474609375,7260810,0.0,0.0
2022-10-12,1368.601822827505,1379.9645973456734,1362.8473919672294,1375.0391845703125,4612525,0.0,0.0
2022-10-13,1367.480248477858,1371.5766430943775,1349.8752526525286,1359.238525390625,7357117,0.0,0.0
2022-10-14,1382.061489844836,1411.3217895592643,1380.3546390281608,1403.51904296875,6424960,0.0,0.0
2022-10-17,1399.6177926366765,1421.6605298793472,1391.8150453606531,1410.883056640625,9205250,0.0,0.0
2022-10-18,1422.0994591148192,1426.8298506833562,1404.4944635276624,1408.24951171875,5280554,0.0,0.0
2022-10-19,1427.902755827327,1440.9723813662567,1417.564139467448,1422.6846923828125,6483520,0.0,0.0
2022-10-20,1408.3958188728718,1417.0763986323122,1406.9328038255662,1413.0775146484375,3949039,0.0,0.0
2022-10-21,1416.1985308286942,1421.7092445162573,1398.6423506944543,1403.12890625,5246303,0.0,0.0
2022-10-24,1418.441944789197,1426.9273846884457,1418.441944789197,1425.0255126953125,1083897,0.0,0.0
2022-10-25,1425.074187263618,1431.6090593392867,1409.3711826736048,1415.125732421875,6886697,0.0,0.0
2022-10-27,1428.3903729884187,1431.17007779566,1415.467073266946,1418.5394287109375,7968638,0.0,0.0
2022-10-28,1414.2478369695566,1430.8286736788548,1411.711968108463,1422.7332763671875,5237139,0.0,0.0
2022-10-31,1435.7054528982462,1461.0643807347642,1431.07257185119,1459.79638671875,6415264,0.0,0.0
2022-11-01,1466.4287566357204,1491.300012568019,1461.9422009463017,1475.9383544921875,9536878,0.0,0.0
2022-11-02,1479.595877196391,1490.5684899969574,1474.3289992400253,1476.8648681640625,6360203,0.0,0.0
2022-11-03,1460.7716790607528,1482.7657190978027,1460.0889863439638,1470.37890625,5166176,0.0,0.0
2022-11-04,1466.136107520193,1478.7180608169615,1452.8714614879793,1460.2353515625,5409030,0.0,0.0
2022-11-07,1472.7685089671677,1474.7191957340117,1455.3098385918202,1471.59814453125,4917917,0.0,0.0
2022-11-09,1477.6940518420831,1480.522452426999,1466.9164597496538,1471.1591796875,4634895,0.0,0.0
2022-11-10,1460.1865174946267,1489.3493077118176,1458.1871350469462,1487.15478515625,6387091,0.0,0.0
2022-11-11,1506.9054530345438,1596.637039881908,1500.0780496874618,1571.4244384765625,28361169,0.0,0.0
2022-11-14,1572.2535485836124,1587.8590428623581,1558.59874108971,1575.2283935546875,9597695,0.0,0.0
2022-11-15,1583.1286314573,1583.1286314573,1565.6699611388144,1579.0809326171875,5515101,0.0,0.0
2022-11-16,1578.7396618301532,1601.5139070371304,1572.2536042289003,1592.6383056640625,6789075,0.0,0.0
2022-11-17,1578.2031383306062,1591.3215785517739,1574.1067436576577,1578.251953125,6050465,0.0,0.0
2022-11-18,1581.031726178874,1582.9824130711365,1565.6700669023057,1574.1068115234375,5229616,0.0,0.0
2022-11-21,1568.010806101425,1572.2535259853832,1550.990992712013,1557.9647216796875,4172408,0.0,0.0
2022-11-22,1560.5493240595613,1564.7920437222551,1551.7712341117262,1555.672607421875,4273157,0.0,0.0
2022-11-23,1565.4260716809933,1565.4260716809933,1554.6972948657342,1559.7203369140625,5092869,0.0,0.0
2022-11-24,1566.352681041411,1591.7604241615613,1559.7204173770217,1585.079345703125,8598980,0.0,0.0
2022-11-25,1589.5170988154343,1591.467785624589,1574.3017655161234,1577.7642822265625,4205248,0.0,0.0
2022-11-28,1563.3778966084585,1567.8156374631646,1554.746131678742,1560.793212890625,8052990,0.0,0.0
2022-11-29,1557.8672103634744,1572.5948715577902,1553.5756756885853,1558.452392578125,6319118,0.0,0.0
2022-11-30,1557.7208920480687,1573.1313651124867,1557.7208920480687,1568.791015625,7592403,0.0,0.0
2022-12-01,1582.0069619650162,1596.6371126613633,1575.1795583067208,1579.568603515625,10223183,0.0,0.0
2022-12-02,1570.3028849261507,1578.690814412419,1565.5724932153314,1567.474365234375,3905539,0.0,0.0
2022-12-05,1570.254023577328,1574.7893940965168,1556.8430521316182,1573.1800537109375,5796311,0.0,0.0
2022-12-06,1561.5246798112003,1573.9114925452916,1560.549336475903,1571.4244384765625,6176546,0.0,0.0
2022-12-07,1574.350541162232,1578.6907715804857,1564.8896389368056,1570.74169921875,5837360,0.0,0.0
2022-12-08,1570.3028414079383,1585.908335484042,1565.426124509156,1579.568603515625,7401817,0.0,0.0
2022-12-09,1585.9083306278114,1594.5400957001307,1580.0562703671922,1590.8338623046875,5981692,0.0,0.0
2022-12-12,1584.9328938183223,1612.827688937432,1581.4216816810329,1603.2205810546875,7217404,0.0,0.0
2022-12-13,1609.3164832908906,1616.1438865533366,1604.4397666748575,1607.658447265625,8515851,0.0,0.0
2022-12-14,1612.2426001413512,1624.4343923384274,1609.3165700140528,1621.2645263671875,7113820,0.0,0.0
2022-12-15,1616.1927269178514,1628.238193337964,1586.932426758647,1591.5653076171875,9091324,0.0,0.0
2022-12-16,1580.10509526299,1604.5373755710064,1569.3275032565855,1599.2218017578125,7323979,0.0,0.0
2022-12-19,1603.464537377451,1606.0492211798437,1586.1033773655986,1604.196044921875,4802271,0.0,0.0
2022-12-20,1580.2513718971793,1596.0520068418261,1580.2513718971793,1593.1259765625,3587349,0.0,0.0
2022-12-21,1600.538389551759,1604.2447417952603,1566.9378597718874,1577.71533203125,4634599,0.0,0.0
2022-12-22,1582.2020083789016,1587.3713759986624,1569.3275231839311,1572.3023681640625,4873548,0.0,0.0
2022-12-23,1547.8698937472939,1564.5970559826803,1546.3580639332467,1558.25732421875,5346576,0.0,0.0
2022-12-26,1560.0618271224519,1598.587892875085,1550.7960644730842,1589.2733154296875,4953661,0.0,0.0
2022-12-27,1592.735744599356,1595.612959955307,1573.7165486289412,1590.882568359375,3963386,0.0,0.0
2022-12-28,1583.0798737740765,1592.7357973989392,1583.0798737740765,1589.61474609375,4345935,0.0,0.0
2022-12-29,1580.1538251548109,1602.9768846226218,1571.2782239896828,1600.8311767578125,5506448,0.0,0.0
2022-12-30,1604.4398834740798,1604.4398834740798,1580.0562986188506,1588.00537109375,3561320,0.0,0.0
2023-01-02,1586.8835899480675,1599.3192173431737,1578.6419864751044,1588.5416259765625,2190689,0.0,0.0
2023-01-03,1582.202035884906,1602.489226485911,1582.202035884906,1598.92919921875,4189015,0.0,0.0
2023-01-04,1594.6863307487074,1605.171271455465,1567.37671774506,1570.3515625,5175800,0.0,0.0
2023-01-05,1575.179638027212,1578.1544831102158,1550.2108700538604,1560.2568359375,5470718,0.0,0.0
2023-01-06,1562.5001103639943,1569.425024619056,1539.2868900639858,1555.0875244140625,4546231,0.0,0.0
2023-01-09,1556.6479469263497,1571.814583256491,1550.795886975499,1558.1109619140625,5364670,0.0,0.0
2023-01-10,1560.54944170522,1560.54944170522,1526.4124226679185,1529.631103515625,8185883,0.0,0.0
2023-01-11,1529.2896258137516,1558.5987424049424,1521.535693461646,1551.673828125,7597899,0.0,0.0
2023-01-12,1548.6502739473071,1564.3532786298608,1545.0902467808362,1559.9642333984375,4625035,0.0,0.0
2023-01-13,1559.330295366453,1570.2053983299702,1546.8946667403875,1561.1834716796875,4622273,0.0,0.0
2023-01-16,1575.179564939048,1581.3242758815747,1541.3351971431841,1546.2119140625,7374047,0.0,0.0
2023-01-17,1550.6009458109938,1571.278177744964,1538.6041746695723,1569.22998046875,5393177,0.0,0.0
2023-01-18,1565.4260502050213,1601.1235923976033,1560.2566829134912,1596.9296875,9545321,0.0,0.0
2023-01-19,1596.6370975998977,1609.3165614171235,1592.7357241176744,1603.56201171875,5586081,0.0,0.0
2023-01-20,1603.56194862579,1627.8480214091762,1602.8792559174497,1619.9964599609375,9421702,0.0,0.0
2023-01-23,1625.1658457387566,1641.1126855892762,1620.4354543359466,1631.846923828125,7722200,0.0,0.0
2023-01-24,1633.7489776352415,1660.4245952880601,1633.700162842013,1653.6947021484375,12491970,0.0,0.0
2023-01-25,1649.6958071830325,1651.2075179769884,1604.7325014377184,1607.9998779296875,7352071,0.0,0.0
2023-01-27,1591.7603535762944,1596.6370703458297,1550.7471179203162,1575.9598388671875,17589974,0.0,0.0
2023-01-30,1555.6727358609926,1585.225688749501,1542.9932715561695,1574.3505859375,9256411,0.0,0.0
2023-01-31,1579.763526845785,1582.689556804055,1555.6725944802142,1563.9630126953125,9298122,0.0,0.0
2023-02-01,1583.9576493918423,1623.9467279787052,1566.4014685488291,1587.420166015625,8651395,0.0,0.0
2023-02-02,1568.449653480239,1584.445308601079,1549.576783034758,1563.8167724609375,8748553,0.0,0.0
2023-02-03,1571.2780781211711,1619.557572141654,1567.3767048669906,1617.8995361328125,7205550,0.0,0.0
2023-02-06,1619.0700204328741,1628.2382720715161,1605.6102340846048,1611.0234375,5583836,0.0,0.0
2023-02-07,1618.4848208552503,1623.8492094196333,1592.345570771886,1613.4129638671875,5132294,0.0,0.0
2023-02-08,1613.4617313444976,1627.0677234073323,1609.3165221208528,1613.2178955078125,4222413,0.0,0.0
2023-02-09,1619.0699744536512,1620.6793148066174,1595.222876972181,1609.85302734375,5888668,0.0,0.0
2023-02-10,1608.146176641261,1617.6069595917131,1601.7088152286983,1616.241455078125,4086058,0.0,0.0
2023-02-13,1614.193316802112,1620.7768847105192,1604.0010259606925,1617.460693359375,2868472,0.0,0.0
2023-02-14,1623.9466893249557,1636.1384812868548,1617.0704710342573,1632.43212890625,5454296,0.0,0.0
2023-02-15,1636.6261852396292,1636.6261852396292,1615.9001384956828,1629.1160888671875,5719356,0.0,0.0
2023-02-16,1631.944485532874,1640.4300443218137,1620.0453439958644,1623.2152099609375,4031250,0.0,0.0
2023-02-17,1620.045394542022,1627.0191236948606,1602.4403984702203,1615.0711669921875,4478135,0.0,0.0
2023-02-20,1619.070062860984,1628.2870104741653,1594.4914565188508,1599.904541015625,4043353,0.0,0.0
2023-02-21,1599.5631002315517,1621.3620003768822,1593.7110401087534,1605.90283203125,6194648,0.0,0.0
2023-02-22,1598.5877323491482,1601.4649475745223,1569.3762469752521,1574.399169921875,5179551,0.0,0.0
2023-02-23,1573.2288360191212,1578.9345708497503,1552.8441360304623,1563.71923828125,13941005,0.0,0.0
2023-02-24,1578.0081135028747,1578.0081135028747,1546.1143128293763,1549.7718505859375,8530870,0.0,0.0
2023-02-27,1546.797107980068,1559.5740825932212,1538.409178627496,1553.62451171875,7156486,0.0,0.0
2023-02-28,1552.7467156209632,1565.718830655806,1549.5280347294683,1560.1593017578125,9496996,0.0,0.0
2023-03-01,1572.2535759446823,1573.2289193540773,1556.4042455420142,1558.6475830078125,7068628,0.0,0.0
2023-03-02,1554.697389654428,1566.3526957356148,1542.993268778736,1545.3828125,8695907,0.0,0.0
2023-03-03,1556.6480162006997,1580.0562570458228,1548.8452692523251,1576.057373046875,7493117,0.0,0.0
2023-03-06,1580.0563370265734,1599.0267188808812,1578.1544649858242,1587.1763916015625,13502355,0.0,0.0
2023-03-08,1580.0562711520283,1599.075467008488,1580.0562711520283,1590.34619140625,10049887,0.0,0.0
2023-03-09,1589.7609240920576,1605.3664184614922,1586.8837086918825,1590.492431640625,10350083,0.0,0.0
2023-03-10,1570.74166179507,1573.9603424976415,1545.919220981417,1549.479248046875,13693500,0.0,0.0
2023-03-13,1548.7477481703247,1564.2557314366009,1526.3635465784785,1529.8748779296875,13221775,0.0,0.0
2023-03-14,1531.5329923243223,1544.5538030592927,1520.8530295896833,1525.7784423828125,16592806,0.0,0.0
2023-03-15,1539.091829665247,1543.8710359648944,1498.7125905501484,1503.8819580078125,18632377,0.0,0.0
2023-03-16,1501.053422888793,1520.657800506241,1494.2748341977904,1513.6353759765625,10876671,0.0,0.0
2023-03-17,1519.0973033844443,1540.2622069534775,1502.0287943576527,1533.873779296875,11475438,0.0,0.0
2023-03-20,1529.2896351618292,1529.4359604838048,1507.295712946004,1523.2425537109375,13251557,0.0,0.0
2023-03-21,1533.1909064394426,1543.4808262385525,1517.8292489271157,1540.5059814453125,16525247,0.0,0.0
2023-03-22,1544.9439351941296,1546.9434367748515,1526.7050613611657,1536.9461669921875,7088662,0.0,0.0
2023-03-23,1529.0945879741437,1551.1373246074108,1520.1214764789815,1524.6080322265625,14182089,0.0,0.0
2023-03-24,1521.5356807219798,1535.092977586661,1516.6101490031463,1522.169677734375,15738874,0.0,0.0
2023-03-27,1523.6814489783692,1540.506123038281,1520.4628871162372,1528.802001953125,15936003,0.0,0.0
2023-03-28,1527.0950699339605,1543.8710473688377,1525.5345443508365,1541.237548828125,19638151,0.0,0.0
2023-03-29,1544.943916081314,1562.5000969458742,1542.8957187925428,1548.6502685546875,19881806,0.0,0.0
2023-03-31,1556.2579018352521,1573.180085976267,1553.1368505862456,1569.864013671875,17355614,0.0,0.0
2023-04-03,1567.913203435181,1575.8621562536566,1563.231507869785,1570.8392333984375,20012699,0.0,0.0
2023-04-05,1578.690777338227,1615.1686437074832,1576.1549083522298,1612.97412109375,21682696,0.0,0.0
2023-04-06,1607.9023868968097,1628.0431325728687,1606.4880675505783,1625.263427734375,22318672,0.0,0.0
2023-04-10,1622.2398010985114,1629.7987119408463,1613.2178752544344,1617.55810546875,15906643,0.0,0.0
2023-04-11,1618.0946721186951,1628.2382671122448,1610.389435582226,1622.2886962890625,21180771,0.0,0.0
2023-04-12,1626.8727522243655,1646.57464080817,1626.6777311732271,1643.3560791015625,13477752,0.0,0.0
2023-04-13,1646.6722688719028,1655.2065234095546,1636.7725097961325,1650.7198486328125,17665043,0.0,0.0
2023-04-17,1677.5905745738526,1677.5905745738526,1612.5352202654376,1625.5560302734375,16202574,0.0,0.0
2023-04-18,1628.8234042833324,1635.8946436133049,1615.5587584557534,1618.6798095703125,14818613,0.0,0.0
2023-04-19,1623.9467018003265,1629.116069256071,1616.2902802015299,1624.62939453125,12370584,0.0,0.0
2023-04-20,1630.4814956281207,1636.0897201143928,1625.3122471031447,1630.6766357421875,16461358,0.0,0.0
2023-04-21,1627.848159283026,1635.6020918064094,1622.2399346479888,1633.31005859375,10064309,0.0,0.0
2023-04-24,1645.4042102561043,1649.7444404835123,1632.8222573910748,1646.52587890625,17837926,0.0,0.0
2023-04-25,1646.086940464834,1646.086940464834,1620.9231532220272,1623.11767578125,25176534,0.0,0.0
2023-04-26,1619.0700021160412,1633.7001527375717,1614.1932852421976,1630.5791015625,13696375,0.0,0.0
2023-04-27,1629.3111404518793,1643.6974555202214,1624.7757698555279,1639.55224609375,23895196,0.0,0.0
2023-04-28,1643.1608604137418,1649.305571016879,1628.823361087042,1645.9893798828125,13958136,0.0,0.0
2023-05-02,1647.062393701029,1657.108478599839,1640.5276403795933,1645.648193359375,16110592,0.0,0.0
2023-05-03,1643.4048226037833,1654.1824148530472,1638.235573993652,1651.4027099609375,14703635,0.0,0.0
2023-05-04,1645.5018166744119,1691.6843025813832,1645.5018166744119,1685.1983642578125,28427319,0.0,0.0
2023-05-05,1598.5878271349538,1619.996567067575,1582.1044999192102,1585.5670166015625,31385208,0.0,0.0
2023-05-08,1594.6863733020054,1609.6578698753467,1589.809656564079,1603.9033203125,18622262,0.0,0.0
2023-05-09,1609.2191488414903,1615.168719951923,1599.5144102774734,1603.9522705078125,21844469,0.0,0.0
2023-05-10,1603.9521603475334,1613.8519192934234,1592.8332221979742,1611.36474609375,23170275,0.0,0.0
2023-05-11,1624.0931698060378,1646.3797438295492,1608.5851851367797,1612.437744140625,17867309,0.0,0.0
2023-05-12,1606.3905444769077,1631.5544512677652,1603.7083501858867,1626.677734375,11239380,0.0,0.0
2023-05-15,1630.7741163160028,1639.3083708122738,1624.0442232439923,1634.48046875,9256130,0.0,0.0
2023-05-16,1649.278469862677,1649.278469862677,1621.852928138655,1625.1085205078125,16361043,19.0,0.0
2023-05-17,1627.7720157571994,1627.7720157571994,1603.454064285113,1616.3775634765625,15233434,0.0,0.0
2023-05-18,1625.798940919453,1631.6687372263443,1617.906713050912,1622.83935546875,24823471,0.0,0.0
2023-05-19,1625.7990244900363,1627.7720815585924,1609.570678271503,1624.7138671875,15230166,0.0,0.0
2023-05-22,1622.8393663189343,1630.632965476394,1610.705017719587,1618.942626953125,14167016,0.0,0.0
2023-05-23,1626.7854936294834,1627.3773866432705,1611.4449273112155,1615.1444091796875,11235037,0.0,0.0
2023-05-24,1605.6245470686229,1612.7275042695899,1591.862401906212,1594.0328369140625,16794056,0.0,0.0
2023-05-25,1593.9340595693045,1598.2255549126821,1575.8312855626104,1587.916259765625,14888465,0.0,0.0
2023-05-26,1597.18968001986,1597.18968001986,1580.6653272463377,1594.0328369140625,13317533,0.0,0.0
2023-05-29,1606.561707531921,1618.893314129495,1602.9608543202603,1613.4674072265625,10908146,0.0,0.0
2023-05-30,1611.5929725879255,1620.5211038997252,1606.6110757976446,1614.7005615234375,18562964,0.0,0.0
2023-05-31,1607.9428302042268,1612.9247268860188,1583.032985517739,1589.1494140625,21667135,0.0,0.0
2023-06-01,1598.0775509634686,1598.0775509634686,1578.4456096087906,1582.3917236328125,25183469,0.0,0.0
2023-06-02,1590.7278286200276,1593.0462669312785,1579.4321254869135,1584.8580322265625,8929855,0.0,0.0
2023-06-05,1592.750290890872,1594.7233479251129,1580.8625740892335,1582.786376953125,9348621,0.0,0.0
2023-06-06,1585.9926201628762,1588.162934765138,1570.8000566695046,1577.853759765625,16091426,0.0,0.0
2023-06-07,1581.849123863084,1590.826629830194,1574.4995344821118,1586.0418701171875,12474513,0.0,0.0
2023-06-08,1581.6517882576659,1604.0953112159455,1581.6517882576659,1587.0283203125,18697761,0.0,0.0
2023-06-09,1594.1314814293403,1596.69643153137,1585.3513533956823,1588.90283203125,9106289,0.0,0.0
2023-06-12,1590.8265730998114,1594.0327907092008,1577.9029534720612,1579.23486328125,6704146,0.0,0.0
2023-06-13,1568.6789316172014,1587.3243442079824,1568.6789316172014,1581.8984375,13963054,0.0,0.0
2023-06-14,1588.7547466989536,1590.2839140173833,1578.6428297518828,1580.1719970703125,10056984,0.0,0.0
2023-06-15,1582.3916786791267,1584.315361040851,1557.7284667296392,1560.7374267578125,17688738,0.0,0.0
2023-06-16,1565.7687486657542,1587.5216300548323,1562.6611597742162,1581.1585693359375,7889636,0.0,0.0
2023-06-19,1589.2974913929072,1592.5037091750469,1576.8178811711018,1582.539794921875,12414573,0.0,0.0
2023-06-20,1582.5397580174506,1589.297454330895,1569.2216229252922,1585.8446044921875,10002813,0.0,0.0
2023-06-21,1594.2301049307644,1615.1938361991918,1589.2974622793697,1613.5660400390625,12154473,0.0,0.0
2023-06-22,1617.9067733650536,1635.2203970674382,1616.9696194410642,1621.458251953125,28298070,0.0,0.0
2023-06-23,1615.489822629559,1637.5387109190742,1612.036972816969,1621.359619140625,10669609,0.0,0.0
2023-06-26,1622.8393697140245,1628.511908544332,1606.758907120382,1613.5167236328125,8065157,0.0,0.0
